75391952100017	Urssaf Limousin	URS	2
75333448100060	Urssaf Lorraine	URS	45597
53514650000017	Urssaf Midi-Pyrénées	URS	2
53514650090018	Urssaf Midi-Pyrénées-TGE	URS	2
75367340900011	Urssaf Nord-Pas-de-Calais	URS	2
78366205990022	Urssaf Nord-Pas-de-Calais-TGE	URS	2
90209799700016	Urssaf Normandie	URS	44531
53510475600015	Urssaf Pays de la Loire	URS	2
75366327700014	Urssaf Picardie	URS	2
75364415200013	Urssaf Poitou-Charentes	URS	2
75364415200039	Urssaf Marins du commerce	URS	2
79448723100019	Urssaf Provence-Alpes-Côte d'Azur	URS	2
79484650100011	Urssaf Rhône-Alpes	URS	2
79484650190011	Urssaf Rhône-Alpes-Gestion TGE/GE	URS	2
31457202500307	CGSS de Guadeloupe	URS	44470
31402496900029	CGSS de Martinique	URS	2
31519076900028	CGSS de Guyane	URS	2
31463548300014	CGSS de la Réunion	URS	2
47928171900035	CSS de Mayotte	URS	44470
DGFIP	DGFIP	FIP	2
13000548100010	Pôle Emploi	PEM	2
78427591900040	Caisse Nationale des Barreaux Français	CNB	2
